# {"env_id": "SeaquestNoFrameskip-v4", "t_start": 1554369279.9851334} 
r,l,t
220.0,781,12359.021214
360.0,1331,12375.116153
160.0,666,12383.097549
100.0,647,12390.370092
120.0,564,12396.963528
220.0,778,12406.241704
120.0,597,12413.295832
140.0,850,12422.895149
160.0,941,12433.395057
120.0,697,12441.389668
80.0,524,12447.272928
20.0,442,12452.669751
0.0,441,12457.865849
60.0,572,12464.381417
20.0,525,12470.211818
0.0,407,12474.953133
20.0,590,12482.087046
40.0,499,12487.770866
120.0,716,12495.854213
60.0,536,12501.922981
120.0,731,12510.27963
120.0,682,12518.047873
20.0,415,12522.794137
60.0,588,12529.37154
120.0,648,12536.637101
140.0,767,12545.265018
240.0,928,12556.144909
500.0,1537,12573.370822
220.0,951,12584.02033
280.0,1248,12597.989955
260.0,1151,12610.84955
360.0,1131,12623.493721
140.0,763,12632.008938
200.0,853,12641.568364
180.0,1070,12653.529362
160.0,672,12660.997382
160.0,809,12669.971373
160.0,835,12679.241571
220.0,938,12689.661693
120.0,690,12697.318208
220.0,815,12706.381958
120.0,768,12714.881219
220.0,804,12723.879145
120.0,628,12731.425955
160.0,837,12741.300555
260.0,934,12752.316065
200.0,927,12763.049349
220.0,890,12774.003042
140.0,666,12782.097386
140.0,791,12791.697701
120.0,696,12800.046365
20.0,427,12805.141733
80.0,583,12812.026313
20.0,352,12816.544226
100.0,650,12824.121952
40.0,556,12830.634528
20.0,652,12838.515443
20.0,461,12844.098506
0.0,506,12849.970795
60.0,546,12856.860361
60.0,517,12863.755914
40.0,829,12873.862873
0.0,427,12878.759772
0.0,324,12882.450898
0.0,423,12887.411624
80.0,473,12892.995684
0.0,371,12897.4747
20.0,549,12904.328365
0.0,479,12909.825656
40.0,683,12917.469207
0.0,662,12924.808571
0.0,406,12929.30554
20.0,433,12934.141601
100.0,599,12940.799786
0.0,417,12945.366569
20.0,447,12950.324305
0.0,539,12956.488815
0.0,458,12962.269347
40.0,518,12968.245358
0.0,581,12974.74098
0.0,786,12983.516501
0.0,796,12992.420679
40.0,534,12998.380733
0.0,684,13006.515968
40.0,537,13012.833066
80.0,862,13023.658104
0.0,507,13029.69296
60.0,560,13036.570559
0.0,525,13043.132004
0.0,423,13048.548512
0.0,529,13054.779839
0.0,621,13062.092276
0.0,393,13067.728198
0.0,637,13075.787636
0.0,601,13082.798877
0.0,589,13091.302127
0.0,395,13096.506204
20.0,423,13101.668392
0.0,355,13106.297009
0.0,654,13115.642457
20.0,552,13122.697592
0.0,722,13131.851119
0.0,443,13137.188838
0.0,405,13142.176504
0.0,538,13148.780797
40.0,512,13154.996197
40.0,519,13161.155716
0.0,808,13171.95981
40.0,590,13179.843691
80.0,570,13186.745263
60.0,576,13194.203273
0.0,640,13202.228408
0.0,548,13208.430788
120.0,684,13216.132724
20.0,735,13224.699793
0.0,698,13232.912793
20.0,541,13239.027443
160.0,608,13246.018729
80.0,1032,13258.01264
180.0,963,13270.078386
0.0,820,13279.256802
120.0,1055,13291.622719
0.0,558,13299.312165
0.0,750,13308.149501
0.0,725,13316.501157
0.0,872,13329.655999
160.0,963,13340.661556
40.0,697,13348.740902
40.0,871,13359.195957
0.0,659,13366.60012
60.0,592,13374.420198
0.0,578,13383.281319
0.0,652,13393.228793
20.0,548,13399.802736
40.0,807,13408.620401
0.0,652,13415.572842
0.0,638,13422.470336
0.0,766,13430.553209
40.0,869,13439.742427
0.0,655,13446.643769
20.0,681,13453.824355
0.0,627,13460.376388
40.0,703,13467.937502
20.0,731,13475.942761
20.0,788,13485.279671
80.0,1242,13500.616742
60.0,1032,13512.799194
100.0,804,13522.299664
120.0,886,13532.186336
180.0,927,13542.961966
160.0,701,13550.745357
100.0,482,13556.069624
200.0,1123,13568.680442
260.0,1049,13580.72651
180.0,677,13588.265538
540.0,1699,13607.345034
100.0,554,13613.913288
540.0,1880,13635.854448
360.0,1368,13651.085285
460.0,1553,13668.571586
400.0,1254,13683.339208
400.0,1450,13700.394194
560.0,1730,13721.315075
400.0,1274,13737.034806
420.0,1360,13752.547705
320.0,1140,13765.630192
300.0,999,13776.990803
120.0,583,13783.33525
340.0,1161,13796.039268
220.0,904,13805.990102
340.0,1183,13819.012126
240.0,973,13829.568446
500.0,1533,13846.442071
140.0,691,13854.087148
260.0,909,13864.173161
380.0,1367,13879.247987
320.0,1113,13891.549101
360.0,1329,13906.276539
320.0,1154,13919.182174
380.0,1304,13933.528451
300.0,1019,13944.6286
520.0,1763,13964.392415
480.0,1466,13981.217726
180.0,857,13990.766079
220.0,1050,14001.945322
140.0,658,14008.877338
280.0,967,14019.080284
260.0,1125,14031.005537
200.0,825,14039.777705
280.0,1026,14050.647626
200.0,847,14059.588429
320.0,1419,14074.650568
160.0,656,14081.568898
200.0,934,14091.586751
380.0,2022,14113.641604
220.0,919,14123.490988
120.0,577,14129.715576
120.0,672,14136.767658
240.0,691,14144.087711
140.0,564,14149.999469
380.0,1393,14165.619473
300.0,1237,14178.737385
280.0,1185,14191.332187
180.0,649,14198.177915
220.0,936,14208.114323
300.0,1178,14220.744708
180.0,685,14228.227872
260.0,1197,14242.004142
360.0,1572,14259.432903
240.0,927,14269.629078
260.0,959,14280.205895
220.0,889,14289.993523
500.0,1773,14309.593163
60.0,768,14318.026083
220.0,970,14328.693393
420.0,1602,14346.397703
600.0,2178,14370.557844
380.0,1196,14383.562026
320.0,1179,14395.985768
520.0,1734,14414.499163
480.0,1377,14429.065742
340.0,1169,14441.457471
500.0,1540,14457.760362
320.0,1345,14472.068844
540.0,1585,14488.957125
580.0,1688,14506.943349
520.0,1708,14525.036062
300.0,1164,14537.395792
460.0,1484,14553.097672
540.0,2032,14574.74605
140.0,486,14579.806196
160.0,582,14585.919168
540.0,1553,14602.522894
180.0,743,14610.296145
500.0,1623,14627.481558
300.0,1049,14638.523479
380.0,1330,14652.611371
320.0,1134,14664.636203
480.0,1651,14682.176105
400.0,1338,14696.369691
420.0,1418,14711.440804
440.0,1603,14728.471274
300.0,1144,14740.797108
560.0,1923,14761.938626
180.0,1032,14773.040562
220.0,1173,14786.108216
260.0,908,14796.532945
140.0,1095,14808.964156
280.0,1284,14822.605888
140.0,1331,14836.764544
60.0,1407,14852.128654
100.0,951,14862.171521
220.0,1407,14877.069824
120.0,953,14887.107699
420.0,1537,14903.468587
260.0,1112,14915.245688
280.0,971,14925.861605
120.0,738,14934.701054
80.0,1039,14948.235312
140.0,1244,14964.89002
20.0,2213,14990.186624
40.0,1401,15005.026416
0.0,826,15013.791185
20.0,1273,15027.439421
140.0,1180,15039.956153
100.0,1649,15058.728942
60.0,989,15070.233547
120.0,1276,15084.993409
80.0,2401,15112.672721
20.0,1923,15133.566055
120.0,3110,15169.420953
20.0,3542,15208.97411
0.0,2773,15241.443665
500.0,1984,15263.398576
320.0,1070,15275.105924
260.0,2385,15301.034177
680.0,1832,15320.922517
820.0,2149,15344.211138
340.0,1542,15360.797815
240.0,1164,15373.280081
360.0,1299,15387.292926
380.0,1925,15408.917408
180.0,1423,15425.441251
140.0,1407,15441.975278
60.0,849,15451.512735
80.0,1303,15466.153565
120.0,881,15475.989268
460.0,1613,15494.899682
520.0,1545,15513.520836
380.0,1234,15527.419677
420.0,1434,15543.491685
260.0,921,15554.186358
440.0,1377,15569.873568
440.0,1466,15585.47737
280.0,943,15596.050991
640.0,1879,15616.227438
260.0,992,15626.907021
220.0,742,15634.788951
260.0,862,15643.989864
440.0,1568,15660.906552
340.0,992,15671.517961
640.0,1753,15690.472935
760.0,2052,15712.365177
760.0,2288,15737.022423
560.0,1723,15755.452706
820.0,2177,15778.702369
640.0,1949,15799.532977
520.0,1497,15815.54888
660.0,2042,15837.407378
500.0,1636,15854.921983
580.0,1735,15873.381615
360.0,1310,15887.246749
640.0,1667,15905.002693
360.0,1075,15916.441587
820.0,2153,15939.372112
660.0,1884,15959.487804
540.0,1595,15976.421762
500.0,1619,15993.617157
660.0,2021,16015.139694
820.0,2270,16039.366351
740.0,1895,16059.569896
700.0,1834,16079.035771
840.0,2268,16103.287012
440.0,1338,16117.443597
820.0,2228,16141.32647
500.0,1397,16156.110121
400.0,1273,16169.651224
520.0,1392,16184.7228
320.0,983,16195.223127
360.0,1064,16206.666169
400.0,1096,16218.461723
160.0,635,16225.241061
520.0,1616,16242.610861
340.0,985,16253.157232
520.0,1374,16267.946457
480.0,1574,16284.879657
320.0,1082,16296.421827
300.0,1081,16307.982878
660.0,1837,16327.737557
420.0,1161,16340.218356
640.0,1701,16358.500379
380.0,1175,16371.139428
560.0,1454,16386.778887
380.0,919,16396.563452
420.0,1057,16407.922215
280.0,1172,16420.469109
300.0,873,16429.805312
440.0,1576,16446.852418
640.0,1946,16467.818353
380.0,1324,16482.038609
480.0,1423,16497.384445
340.0,1120,16509.457827
580.0,1611,16526.76154
500.0,1384,16541.591271
300.0,1099,16553.327279
380.0,1128,16565.387429
460.0,1415,16580.490543
400.0,1183,16593.126079
280.0,939,16603.078439
520.0,1544,16619.610386
220.0,890,16629.062312
380.0,1263,16642.59065
380.0,1064,16653.985278
440.0,1284,16667.703408
620.0,1690,16685.780517
500.0,1617,16703.029276
440.0,1392,16717.960113
460.0,1283,16731.796511
240.0,770,16739.906553
540.0,1511,16756.012179
740.0,1947,16776.76164
480.0,1666,16794.471034
580.0,1538,16810.867272
500.0,1590,16827.819295
400.0,1328,16841.926528
720.0,1959,16862.92225
620.0,1551,16879.469092
480.0,1496,16895.614958
560.0,1592,16913.234853
740.0,1938,16933.938509
640.0,1643,16951.866717
600.0,1695,16971.794811
540.0,1479,16987.787501
460.0,1278,17001.908395
580.0,1678,17020.918406
560.0,1431,17036.385997
640.0,1955,17058.704072
700.0,1732,17077.498945
800.0,2075,17099.760328
500.0,1574,17116.639512
740.0,1793,17135.869632
480.0,1315,17149.906808
840.0,2089,17172.5512
440.0,1256,17185.999552
720.0,1991,17207.754217
560.0,1409,17222.865528
540.0,1377,17237.653225
780.0,1890,17258.024895
640.0,1695,17276.219957
620.0,1688,17294.333198
820.0,1925,17315.005481
600.0,1687,17332.690674
820.0,2110,17356.187134
820.0,1985,17379.872761
460.0,1281,17393.339707
620.0,1661,17410.938405
540.0,1478,17426.440138
860.0,1930,17449.115733
640.0,1783,17470.106511
680.0,1823,17489.509367
620.0,1395,17504.288798
640.0,1687,17522.526742
620.0,1489,17539.13764
420.0,1326,17553.768274
820.0,1864,17573.932636
500.0,1387,17589.299674
660.0,1589,17607.062592
560.0,1558,17623.554451
440.0,1241,17636.683715
380.0,913,17646.337184
240.0,754,17654.220906
580.0,1562,17670.72781
420.0,1087,17682.254937
340.0,865,17692.066224
340.0,802,17700.979745
740.0,1801,17721.099931
340.0,949,17731.259274
620.0,1671,17749.647005
600.0,1780,17769.460963
380.0,1328,17783.899302
460.0,1428,17799.063658
480.0,1275,17812.574363
400.0,1243,17825.894331
420.0,1351,17840.200503
500.0,1473,17855.917034
480.0,1399,17870.76447
580.0,1879,17890.87417
500.0,1706,17909.020926
380.0,1197,17921.776474
440.0,1441,17937.099703
380.0,1190,17949.732703
360.0,1176,17962.176728
380.0,1315,17976.074812
400.0,1203,17988.803994
660.0,1881,18008.926293
320.0,1035,18019.952482
280.0,947,18030.107289
620.0,1648,18047.648466
440.0,1305,18061.480379
400.0,1216,18074.555071
460.0,1355,18088.899682
340.0,1070,18100.256641
660.0,1787,18119.21059
520.0,1662,18136.835723
480.0,1501,18152.882956
480.0,1474,18168.910308
640.0,1798,18188.459242
340.0,1184,18201.048821
700.0,1999,18222.211079
440.0,1105,18233.93754
360.0,1097,18245.548912
840.0,2011,18266.980862
520.0,1485,18282.741894
660.0,1650,18300.247988
900.0,2034,18321.852293
780.0,1918,18342.341439
840.0,2035,18364.125073
580.0,1586,18381.082766
380.0,988,18391.808816
920.0,2265,18416.075164
960.0,1938,18436.803487
500.0,1227,18449.817734
380.0,962,18459.945535
400.0,1340,18474.11861
720.0,1475,18489.754334
980.0,1973,18510.745488
640.0,1365,18525.152189
740.0,1813,18544.374319
620.0,1317,18558.369356
440.0,1160,18570.695512
900.0,1758,18589.385138
400.0,1103,18601.096611
620.0,1314,18614.993096
580.0,1437,18630.34572
720.0,1544,18646.71991
540.0,1146,18658.894988
660.0,1264,18672.345454
700.0,1364,18686.843725
700.0,1414,18701.921014
580.0,1291,18715.703797
680.0,1301,18729.975455
1020.0,2011,18751.625814
580.0,1162,18763.821912
500.0,1272,18777.335469
820.0,1876,18798.691591
720.0,1500,18815.318054
580.0,1479,18831.619617
520.0,1160,18844.039487
660.0,1551,18860.610589
580.0,1397,18875.594856
300.0,844,18884.605431
440.0,1076,18896.091754
420.0,1067,18907.505324
680.0,1457,18923.104609
940.0,1700,18941.327157
860.0,1742,18959.968672
760.0,1493,18975.954551
900.0,1698,18994.194887
600.0,1191,19006.901362
860.0,1640,19240.332963
1260.0,2121,19264.458729
660.0,1263,19281.590041
720.0,1326,19298.454385
900.0,1609,19315.597064
780.0,1512,19332.311828
1140.0,2005,19355.405408
940.0,1609,19373.201226
700.0,1360,19387.994323
900.0,1870,19408.42311
1240.0,2073,19431.89207
1020.0,1698,19450.879271
1100.0,1730,19470.296347
900.0,1721,19490.938124
780.0,1427,19507.619493
1480.0,2215,19534.517537
1000.0,1797,19556.041526
1060.0,1915,19578.681952
1240.0,2128,19603.5574
700.0,1368,19618.66099
1200.0,2025,19642.407458
1340.0,2251,19667.773592
1200.0,2149,19692.615157
1480.0,2271,19718.126873
1520.0,2266,19743.204801
1200.0,1989,19765.395435
1380.0,2053,19788.472663
1300.0,2051,19811.290615
1240.0,1915,19832.492916
940.0,1686,19851.080186
1220.0,1921,19872.438045
1240.0,2094,19895.863099
1160.0,1813,19915.985256
1300.0,2108,19939.408565
1440.0,2267,19964.556283
1180.0,1833,19984.783169
1120.0,1714,20003.753055
1360.0,2111,20026.928082
1480.0,2206,20051.259984
1020.0,1611,20068.971599
1340.0,1999,20090.927423
960.0,1548,20107.945404
1520.0,2269,20132.934547
1140.0,1875,20153.550418
1080.0,1835,20173.673553
1180.0,1843,20193.946341
1040.0,1674,20212.339106
920.0,1482,20228.656475
1520.0,2270,20253.675145
1560.0,2270,20278.706175
1140.0,1667,20297.291478
1380.0,2116,20320.629016
1160.0,1809,20340.661447
1440.0,2117,20364.186508
1380.0,2066,20387.22487
1080.0,1621,20405.289512
1620.0,2268,20430.62206
1000.0,1572,20448.068436
980.0,1503,20464.756814
1080.0,1626,20482.794567
1520.0,2271,20508.063922
1320.0,2015,20530.427118
1240.0,1826,20551.775995
1440.0,2267,20578.500468
1160.0,1831,20599.350711
860.0,1366,20614.582994
1660.0,2264,20641.050218
840.0,1306,20655.962326
880.0,1410,20672.452242
1100.0,1804,20693.154886
1200.0,1845,20713.949721
1520.0,2254,20739.358712
1540.0,2265,20764.986184
1060.0,1683,20784.105024
1400.0,2137,20808.540649
1320.0,2046,20832.000936
1180.0,1829,20852.557933
960.0,1488,20869.279199
1640.0,2268,20896.152405
1560.0,2262,20922.438077
1640.0,2269,20948.816255
1660.0,2217,20973.488248
1340.0,1929,20995.409624
1520.0,2269,21021.063121
1660.0,2266,21046.288646
1240.0,1842,21066.711021
1260.0,2061,21089.628678
920.0,1543,21106.631216
1620.0,2268,21131.81241
1200.0,1809,21151.926596
1480.0,2266,21177.155099
1100.0,1680,21195.734418
1660.0,2266,21220.978851
1500.0,2271,21246.234867
1100.0,1817,21267.015556
740.0,1270,21282.251819
1120.0,1856,21303.721386
1080.0,1615,21322.229861
1680.0,2269,21348.816734
1220.0,1910,21371.759863
640.0,1192,21385.366487
1380.0,2082,21408.480686
1380.0,2047,21431.255753
1440.0,2090,21456.955265
1680.0,2264,21482.52286
820.0,1484,21499.2631
760.0,1322,21514.824737
1120.0,1799,21535.532335
1220.0,1852,21556.267859
860.0,1453,21572.41731
1560.0,2267,21597.837301
1280.0,1919,21619.326807
980.0,1607,21637.18802
1200.0,1943,21660.805513
1140.0,1720,21680.752115
1620.0,2267,21706.856302
1600.0,2268,21732.109711
1620.0,2270,21757.319301
1400.0,1984,21779.428113
1260.0,1815,21799.530357
1040.0,1627,21817.447422
1820.0,2401,21844.066204
1640.0,2262,21869.423362
1480.0,2070,21892.518584
1380.0,2222,21917.295284
1660.0,2265,21942.561685
1640.0,2249,21967.573741
1620.0,2272,21992.69877
1600.0,2270,22017.83948
1280.0,1868,22039.411791
1260.0,1817,22060.049578
1520.0,2269,22085.694963
1640.0,2265,22111.026165
1620.0,2271,22136.436208
1680.0,2266,22162.017297
1660.0,2265,22187.550011
1300.0,1848,22208.335394
1540.0,2269,22233.959837
1640.0,2270,22259.652847
1540.0,2266,22285.29721
1360.0,1919,22306.911382
1520.0,2269,22332.406172
1600.0,2211,22357.269692
1620.0,2212,22382.172063
1520.0,2162,22406.542506
1660.0,2265,22432.064193
1600.0,2231,22457.194984
1640.0,2267,22482.610959
1520.0,2162,22506.770351
1640.0,2229,22531.761487
1620.0,2267,22557.528547
1620.0,2267,22583.100133
1640.0,2269,22608.508156
1260.0,1808,22628.735013
1560.0,2266,22654.105162
880.0,1510,22671.102686
1600.0,2268,22696.647343
1620.0,2266,22722.131137
1580.0,2177,22747.973028
1560.0,2223,22772.946211
1560.0,2264,22798.470894
1200.0,1710,22817.666537
1420.0,1931,22839.368502
1520.0,2100,22863.07511
1440.0,2009,22885.584887
1640.0,2271,22911.008893
1640.0,2265,22936.658232
1620.0,2268,22962.142079
1680.0,2270,22987.635844
1620.0,2271,23013.07578
1620.0,2268,23038.570572
1660.0,2270,23064.307998
1500.0,2064,23088.972709
1240.0,1867,23112.159468
1040.0,1623,23132.681101
1500.0,2139,23158.627943
1560.0,2181,23185.143995
1600.0,2269,23214.627897
1660.0,2267,23246.500774
1420.0,2022,23272.025242
1580.0,2265,23300.491524
