# {"t_start": 1554460806.1331735, "env_id": "SeaquestNoFrameskip-v4"} 
r,l,t
300.0,1256,5719.832068
240.0,937,5728.574678
120.0,591,5734.102887
220.0,906,5742.409663
80.0,514,5747.070194
20.0,512,5751.666895
100.0,662,5757.658864
180.0,861,5765.523822
140.0,646,5771.427029
100.0,421,5775.244814
60.0,439,5779.241122
60.0,424,5783.078855
0.0,454,5787.197455
80.0,615,5792.800464
160.0,647,5798.894161
140.0,820,5806.97554
180.0,954,5816.182906
80.0,584,5821.857723
260.0,779,5829.492298
140.0,660,5836.181401
100.0,517,5840.952635
40.0,395,5844.702603
140.0,655,5851.347888
100.0,578,5857.18527
0.0,388,5860.805584
40.0,596,5866.203169
160.0,902,5874.463072
180.0,921,5882.983249
200.0,809,5890.363504
140.0,696,5896.637718
0.0,515,5901.266334
80.0,650,5907.214446
60.0,493,5911.68349
140.0,806,5918.963984
140.0,679,5925.100567
140.0,600,5930.488153
160.0,790,5937.654978
80.0,492,5942.298555
80.0,580,5947.91453
60.0,442,5952.193082
80.0,713,5958.760538
80.0,508,5963.510829
120.0,722,5970.683615
60.0,540,5976.551911
100.0,533,5981.347082
240.0,925,5989.77254
80.0,486,5994.174762
80.0,650,5999.986214
80.0,714,6006.543717
140.0,677,6012.691224
80.0,504,6017.439519
160.0,585,6022.796187
340.0,1302,6034.774141
120.0,485,6039.160433
80.0,717,6045.609153
60.0,657,6051.546268
260.0,1055,6061.043858
240.0,1012,6070.324057
240.0,867,6078.292709
80.0,436,6082.216239
120.0,443,6086.300285
140.0,639,6092.109744
260.0,803,6099.423176
280.0,1092,6109.516175
200.0,595,6115.055381
60.0,613,6120.773056
80.0,509,6125.489437
180.0,731,6132.280269
100.0,763,6139.248626
200.0,776,6146.272834
140.0,814,6153.760799
180.0,941,6162.34982
80.0,530,6167.064208
140.0,635,6172.873664
240.0,953,6181.475696
80.0,726,6188.000193
140.0,929,6196.514414
120.0,642,6202.435573
300.0,1086,6212.48369
160.0,871,6220.538141
300.0,989,6230.122548
220.0,997,6239.169294
140.0,541,6244.146976
120.0,686,6250.539874
20.0,579,6255.894546
80.0,598,6261.364911
140.0,702,6267.971235
180.0,740,6275.615783
100.0,895,6283.933557
60.0,721,6290.953748
80.0,521,6295.773852
120.0,703,6302.196669
40.0,529,6307.091571
160.0,553,6312.154028
100.0,608,6317.616413
60.0,524,6322.460473
80.0,709,6328.878282
80.0,521,6333.545795
80.0,528,6338.270155
80.0,493,6342.65642
120.0,822,6349.998775
260.0,992,6358.831145
160.0,679,6364.909882
180.0,646,6371.319775
80.0,514,6376.498461
100.0,507,6381.388083
160.0,779,6388.596646
120.0,736,6395.500236
120.0,606,6401.226197
120.0,569,6406.580681
180.0,837,6414.502083
100.0,494,6419.131674
320.0,1102,6429.657944
100.0,535,6434.591301
160.0,778,6441.478583
60.0,446,6445.27763
120.0,462,6449.401941
