# {"t_start": 1554460806.1331735, "env_id": "SeaquestNoFrameskip-v4"} 
r,l,t
120.0,625,6455.039056
160.0,729,6461.453847
40.0,513,6465.900965
240.0,938,6474.042125
140.0,906,6481.900638
200.0,793,6488.834217
60.0,406,6492.330839
120.0,741,6498.757268
60.0,508,6503.130342
140.0,761,6509.713243
120.0,929,6517.849843
180.0,849,6525.758953
100.0,805,6533.127988
80.0,768,6539.944497
140.0,625,6545.316054
140.0,1112,6554.921363
120.0,687,6560.849438
0.0,321,6563.594158
0.0,390,6566.891967
60.0,731,6573.215244
60.0,626,6578.616704
200.0,696,6584.660952
40.0,452,6588.528336
140.0,993,6597.087241
60.0,391,6600.443336
100.0,843,6607.735088
60.0,413,6611.302004
120.0,942,6619.517687
120.0,695,6625.559815
120.0,728,6631.853491
140.0,734,6638.206547
140.0,645,6643.762453
100.0,648,6649.347767
120.0,786,6656.156018
20.0,622,6661.556398
160.0,961,6669.876033
120.0,637,6675.424053
140.0,647,6681.031158
120.0,607,6686.278388
80.0,575,6691.225277
60.0,712,6697.369848
140.0,659,6703.090767
80.0,587,6708.151719
160.0,744,6714.578209
140.0,711,6720.91714
220.0,901,6728.66692
100.0,567,6733.524363
140.0,753,6740.000575
60.0,513,6744.403582
40.0,463,6748.352712
260.0,828,6755.533028
60.0,582,6760.521701
140.0,676,6766.35023
80.0,644,6771.908303
180.0,908,6779.807403
180.0,1005,6788.473289
60.0,749,6795.042023
160.0,703,6801.069486
120.0,751,6807.603163
80.0,524,6812.097277
140.0,707,6818.164115
200.0,975,6826.592329
80.0,570,6831.634025
140.0,683,6837.990045
140.0,713,6844.242544
100.0,761,6850.89532
140.0,671,6856.755048
160.0,670,6862.577279
160.0,928,6870.715137
140.0,694,6876.729559
100.0,657,6882.488617
160.0,842,6889.815071
240.0,1102,6899.51064
60.0,465,6903.558185
180.0,553,6908.353448
280.0,1349,6920.221124
80.0,526,6924.809949
60.0,613,6930.120495
100.0,922,6938.298997
80.0,488,6942.509967
80.0,703,6948.624375
140.0,705,6954.773753
260.0,884,6962.523148
80.0,873,6970.12786
200.0,819,6977.240936
80.0,537,6981.990358
60.0,595,6987.145898
280.0,1197,6997.687476
80.0,721,7003.968162
100.0,491,7008.226069
100.0,501,7012.535485
60.0,434,7016.280293
140.0,711,7022.5691
60.0,457,7026.501352
80.0,490,7030.731421
40.0,482,7034.908638
60.0,464,7038.886601
100.0,472,7043.034466
60.0,484,7047.223327
120.0,520,7051.718828
120.0,745,7058.499784
120.0,620,7063.863952
120.0,544,7068.562
260.0,1174,7078.843428
60.0,588,7083.945069
100.0,484,7088.077577
120.0,804,7095.003458
160.0,763,7101.600901
160.0,1117,7111.279073
40.0,480,7115.410289
160.0,941,7123.6034
60.0,551,7128.352824
100.0,612,7133.634286
100.0,982,7142.159258
40.0,515,7146.595354
120.0,734,7152.996933
160.0,550,7157.861682
40.0,676,7163.761687
40.0,401,7167.169657
60.0,463,7171.134319
220.0,951,7179.475385
160.0,673,7185.273869
200.0,900,7193.083
180.0,698,7199.094703
100.0,518,7203.551694
140.0,593,7208.687514
160.0,938,7216.781667
120.0,746,7223.32907
200.0,844,7230.657538
180.0,691,7236.628583
240.0,1156,7246.653501
160.0,721,7252.906217
300.0,990,7261.553792
240.0,854,7269.179975
160.0,809,7276.744961
140.0,569,7282.013858
340.0,1035,7291.690736
140.0,637,7297.320211
140.0,623,7303.213996
40.0,415,7307.172929
200.0,857,7315.280239
140.0,740,7321.906537
60.0,666,7327.817697
100.0,548,7332.757339
200.0,1092,7342.344202
120.0,850,7350.20786
120.0,495,7354.71523
40.0,654,7360.63185
40.0,672,7366.713908
120.0,669,7372.910067
80.0,487,7377.388087
100.0,573,7382.515369
100.0,547,7387.435237
160.0,817,7395.061802
160.0,763,7402.568718
280.0,1165,7413.672011
80.0,568,7418.756408
160.0,754,7425.594121
180.0,1131,7435.834717
60.0,544,7440.829353
80.0,496,7445.617543
120.0,624,7452.015453
180.0,678,7458.509052
40.0,428,7462.345814
160.0,776,7469.450779
120.0,529,7474.965027
40.0,473,7480.240916
200.0,1029,7489.90407
40.0,451,7494.06196
200.0,964,7503.308195
60.0,540,7508.340731
280.0,879,7516.69448
40.0,378,7520.161241
20.0,478,7524.561436
80.0,474,7528.886861
60.0,558,7534.037081
80.0,984,7543.271412
160.0,729,7550.336511
160.0,1360,7563.192078
100.0,598,7568.596619
140.0,928,7577.239496
80.0,700,7583.820888
20.0,393,7587.381381
80.0,534,7592.175536
140.0,853,7599.889923
80.0,697,7606.219995
40.0,676,7612.327646
40.0,698,7618.884078
140.0,811,7626.578493
100.0,497,7631.301855
120.0,609,7636.992656
120.0,1023,7647.117542
40.0,545,7652.208954
40.0,468,7656.433617
120.0,721,7662.990112
140.0,871,7670.892931
80.0,528,7675.641254
20.0,587,7680.95502
60.0,535,7685.774118
60.0,677,7691.893745
120.0,1031,7701.250775
100.0,538,7706.04794
100.0,613,7711.665937
60.0,467,7715.882602
240.0,948,7724.557419
60.0,582,7729.870205
140.0,963,7738.632735
40.0,571,7743.801907
100.0,711,7750.253644
100.0,621,7755.913502
180.0,597,7761.354969
120.0,587,7766.673713
180.0,717,7773.236156
120.0,732,7779.908304
100.0,729,7786.543579
60.0,516,7791.206078
200.0,983,7800.196052
180.0,743,7807.097072
140.0,675,7813.525898
100.0,463,7817.85731
160.0,819,7825.653425
100.0,807,7832.973867
60.0,516,7837.635394
180.0,879,7845.612027
200.0,638,7851.357655
100.0,687,7857.798423
180.0,1057,7867.840556
240.0,925,7876.487448
260.0,882,7884.668563
80.0,695,7891.279872
80.0,661,7897.422437
60.0,532,7902.326328
80.0,662,7908.455893
60.0,484,7913.627043
220.0,923,7922.754624
120.0,554,7928.053448
100.0,552,7933.44407
100.0,966,7942.674825
100.0,736,7950.518839
20.0,447,7954.674721
120.0,704,7961.35784
180.0,1074,7971.404975
140.0,526,7976.314835
60.0,687,7982.869261
160.0,743,7989.912444
100.0,873,7997.93897
140.0,728,8004.579205
100.0,763,8013.671112
60.0,460,8017.945676
280.0,859,8026.120984
160.0,752,8033.994917
160.0,651,8040.169397
100.0,905,8048.643725
140.0,533,8053.734134
100.0,643,8059.930562
140.0,744,8066.88193
100.0,560,8072.019212
120.0,1050,8081.686322
140.0,737,8088.450262
80.0,563,8093.843795
160.0,920,8102.49869
160.0,957,8112.006229
60.0,596,8118.100514
160.0,885,8126.933944
120.0,667,8133.087984
80.0,674,8139.22503
120.0,890,8147.731359
200.0,818,8155.090645
100.0,638,8161.048737
120.0,602,8166.545883
180.0,999,8175.958653
100.0,711,8182.417053
100.0,862,8189.803298
140.0,1074,8198.863649
60.0,414,8202.31936
120.0,619,8207.485385
120.0,561,8212.197565
140.0,673,8217.857821
40.0,544,8222.400824
100.0,935,8230.305422
200.0,1234,8240.769245
20.0,789,8247.402231
140.0,877,8254.805643
140.0,556,8259.46409
100.0,869,8266.815124
60.0,374,8269.939402
100.0,585,8274.852756
160.0,1031,8283.544556
100.0,717,8289.579772
140.0,549,8294.156685
100.0,820,8301.089571
140.0,812,8307.991729
140.0,541,8312.603864
20.0,873,8319.975708
60.0,575,8324.824772
60.0,479,8328.867311
140.0,739,8335.115146
300.0,1286,8346.044192
60.0,607,8351.135846
220.0,995,8359.579724
140.0,944,8367.631956
80.0,545,8372.213284
120.0,614,8377.420156
80.0,470,8381.368502
160.0,722,8387.499562
220.0,897,8395.104468
60.0,511,8399.400021
80.0,555,8404.097497
80.0,730,8410.261453
100.0,547,8414.87369
40.0,747,8421.174492
300.0,1422,8433.27599
100.0,816,8440.193632
100.0,660,8445.755413
140.0,903,8453.406263
120.0,524,8457.839514
60.0,615,8463.030601
100.0,525,8467.442512
60.0,525,8472.113863
40.0,753,8479.115432
200.0,695,8485.491577
20.0,826,8492.989161
100.0,550,8498.155492
100.0,513,8502.853669
60.0,488,8507.318084
120.0,739,8514.209408
120.0,543,8519.174747
220.0,676,8525.440307
80.0,512,8530.346682
60.0,544,8535.355788
100.0,704,8541.611335
100.0,594,8547.158758
100.0,561,8552.439417
120.0,773,8559.975554
140.0,922,8568.412319
160.0,1170,8578.525615
120.0,663,8584.173193
120.0,761,8591.472468
160.0,1000,8601.049983
200.0,952,8609.417401
100.0,928,8618.316524
80.0,551,8623.941821
100.0,770,8631.384936
60.0,533,8637.256804
60.0,706,8645.172957
100.0,635,8651.29054
140.0,636,8657.275146
120.0,1130,8668.404932
60.0,585,8673.984734
80.0,489,8678.634944
100.0,616,8684.378978
80.0,665,8690.493448
120.0,820,8698.727478
160.0,819,8706.877725
40.0,479,8711.34532
80.0,789,8719.03513
100.0,646,8725.235323
200.0,828,8733.230434
40.0,735,8740.172862
60.0,475,8744.872436
100.0,560,8750.131372
160.0,830,8758.297061
100.0,866,8766.541714
20.0,642,8772.756462
120.0,654,8778.889063
80.0,648,8785.073506
60.0,662,8791.312295
60.0,651,8797.535257
60.0,659,8803.548473
80.0,548,8808.535149
40.0,746,8815.352863
120.0,564,8820.49771
80.0,724,8827.172894
80.0,653,8833.111784
100.0,525,8837.889874
140.0,539,8842.819587
200.0,674,8848.957457
60.0,924,8857.456148
140.0,668,8863.591136
100.0,580,8868.869991
280.0,1135,8879.299578
80.0,607,8884.843044
100.0,755,8891.756025
120.0,662,8897.85451
160.0,681,8904.069024
100.0,534,8908.942492
60.0,1043,8918.566073
120.0,924,8927.070242
100.0,531,8931.933361
120.0,781,8939.107045
100.0,522,8943.88308
100.0,579,8949.183298
100.0,897,8957.462269
100.0,745,8964.345247
140.0,715,8970.945789
60.0,427,8974.845521
220.0,833,8982.519666
60.0,762,8989.632171
60.0,540,8994.752697
200.0,791,9002.555669
100.0,1049,9012.580712
100.0,554,9017.843261
80.0,519,9022.946893
160.0,657,9029.732686
140.0,737,9036.642482
80.0,810,9044.180027
80.0,723,9051.123148
180.0,944,9060.359057
140.0,1008,9069.874906
120.0,793,9077.13898
140.0,929,9085.676322
120.0,1366,9098.1608
100.0,782,9105.308881
60.0,564,9110.658597
60.0,642,9116.578526
60.0,950,9125.314322
160.0,1037,9134.848182
80.0,628,9140.593692
100.0,811,9147.991561
60.0,594,9153.529799
120.0,1293,9165.891826
160.0,745,9172.930553
120.0,628,9179.57878
140.0,841,9187.873986
100.0,550,9193.143951
80.0,800,9200.833998
100.0,546,9206.176252
120.0,541,9211.282776
100.0,509,9216.100536
120.0,614,9221.974326
80.0,1089,9232.426193
60.0,714,9239.058705
40.0,713,9245.91497
60.0,571,9251.209649
80.0,665,9257.574952
60.0,781,9264.954001
80.0,829,9272.69473
100.0,941,9281.568471
80.0,850,9289.749982
140.0,795,9297.945349
120.0,584,9303.673808
100.0,696,9310.130966
100.0,653,9316.30543
100.0,707,9322.960233
80.0,549,9328.233995
100.0,592,9333.904052
140.0,696,9340.626948
100.0,626,9346.625593
80.0,664,9352.794154
100.0,713,9359.735835
80.0,809,9367.782603
60.0,703,9374.57189
80.0,399,9378.387551
80.0,732,9385.607845
140.0,808,9393.458801
100.0,941,9402.322521
140.0,668,9408.514711
100.0,572,9414.103044
160.0,857,9422.933693
100.0,584,9428.828571
80.0,558,9434.307065
120.0,551,9439.699331
120.0,852,9447.52698
140.0,504,9452.190889
60.0,602,9457.760385
40.0,767,9464.813008
120.0,526,9469.646669
80.0,554,9474.774804
120.0,779,9482.074167
60.0,700,9488.491619
80.0,841,9496.219109
100.0,470,9500.498862
100.0,702,9506.946881
80.0,435,9510.89133
140.0,631,9516.786533
100.0,959,9526.41783
40.0,678,9532.723079
80.0,572,9538.13012
120.0,534,9543.32684
160.0,954,9552.267387
80.0,429,9556.153764
100.0,578,9561.467141
140.0,607,9567.108006
120.0,840,9574.993887
140.0,874,9583.180291
60.0,832,9591.081869
120.0,819,9598.64589
100.0,903,9607.375179
80.0,574,9612.780236
180.0,825,9620.752634
180.0,836,9628.827128
80.0,689,9635.25989
40.0,547,9640.622391
80.0,521,9645.611186
60.0,541,9650.77536
100.0,740,9657.999147
60.0,905,9666.735071
80.0,572,9672.246727
120.0,806,9679.742362
60.0,693,9686.37571
60.0,878,9694.882601
60.0,642,9701.075084
100.0,1124,9712.170103
80.0,452,9716.478637
80.0,664,9722.845444
120.0,759,9730.321788
100.0,568,9736.249423
140.0,590,9741.898972
80.0,672,9748.375956
120.0,538,9753.78863
100.0,549,9759.265957
100.0,867,9767.51727
60.0,502,9772.359169
140.0,626,9778.375398
80.0,473,9783.159974
80.0,512,9788.017263
80.0,485,9792.582234
120.0,677,9798.998806
80.0,761,9806.32776
40.0,569,9811.879439
80.0,621,9818.137667
100.0,489,9823.60739
120.0,495,9828.247538
60.0,774,9835.545398
80.0,516,9840.348632
100.0,1056,9851.214931
80.0,745,9858.01777
100.0,637,9863.727826
100.0,738,9870.600838
60.0,624,9876.311352
60.0,889,9884.348721
20.0,571,9889.499961
20.0,856,9897.248744
80.0,558,9902.295147
80.0,654,9908.232603
120.0,636,9913.995368
80.0,652,9919.848866
60.0,487,9924.248291
60.0,581,9929.554395
60.0,760,9936.532707
60.0,505,9941.153972
160.0,645,9947.440412
160.0,802,9955.621129
160.0,702,9962.193522
80.0,1092,9972.354602
100.0,844,9980.51998
80.0,824,9988.444936
100.0,582,9993.921682
40.0,605,10000.071397
20.0,819,10008.392569
80.0,586,10014.827434
180.0,858,10023.548129
60.0,803,10031.444019
40.0,651,10037.829688
100.0,604,10043.898314
100.0,677,10051.912626
140.0,1234,10065.954121
80.0,1066,10077.411639
80.0,617,10084.702213
40.0,553,10090.239554
100.0,669,10096.697216
100.0,528,10101.829514
120.0,501,10106.87998
100.0,581,10112.672083
100.0,693,10119.343663
80.0,750,10126.586708
20.0,499,10131.238812
60.0,405,10135.22647
60.0,604,10141.380024
0.0,954,10151.347716
160.0,782,10158.88326
120.0,794,10167.010217
60.0,738,10174.679091
40.0,524,10179.898482
100.0,463,10184.734061
160.0,633,10190.760779
60.0,415,10194.627508
120.0,655,10201.127679
140.0,664,10207.811201
80.0,661,10214.736003
140.0,557,10220.414828
100.0,672,10226.821892
100.0,803,10235.474023
60.0,698,10242.291307
120.0,595,10247.70413
80.0,552,10252.760939
140.0,567,10257.923747
80.0,485,10262.314304
80.0,448,10266.329376
60.0,616,10271.847071
160.0,885,10279.829766
80.0,645,10285.632673
60.0,592,10291.004731
140.0,549,10295.924781
140.0,573,10301.235856
100.0,1242,10313.125064
140.0,569,10318.447998
140.0,501,10322.984807
100.0,514,10328.034777
60.0,707,10334.754399
60.0,584,10340.281236
140.0,958,10349.077225
60.0,990,10358.594731
160.0,1063,10369.842022
80.0,544,10374.95216
120.0,649,10381.408265
80.0,634,10387.524971
40.0,726,10394.862087
80.0,655,10401.141073
120.0,959,10410.431925
