# {"env_id": "KangarooNoFrameskip-v4", "t_start": 1554392753.680246} 
r,l,t
200.0,470,15313.079207
200.0,601,15319.675533
200.0,541,15325.665533
0.0,539,15331.536799
0.0,360,15335.504185
0.0,340,15339.209298
0.0,540,15345.172355
0.0,512,15350.843146
200.0,724,15358.998363
0.0,545,15365.073075
0.0,342,15368.782151
200.0,468,15373.966281
0.0,337,15377.649454
0.0,613,15384.461222
0.0,357,15388.387698
0.0,335,15392.043942
0.0,279,15395.074846
200.0,398,15399.432175
200.0,823,15408.548758
0.0,468,15413.80972
200.0,523,15419.727849
200.0,518,15425.521348
0.0,292,15428.835482
200.0,487,15434.236033
0.0,598,15440.897238
200.0,530,15446.772519
0.0,268,15449.708637
200.0,566,15456.005816
0.0,533,15461.935949
200.0,791,15470.740393
0.0,368,15474.781591
0.0,446,15479.725329
0.0,463,15484.810724
0.0,503,15490.354928
0.0,506,15495.991809
0.0,379,15500.178612
400.0,716,15508.177237
400.0,613,15515.033892
200.0,540,15521.009904
0.0,426,15525.694345
0.0,405,15530.187351
200.0,411,15534.689306
200.0,408,15539.142373
200.0,489,15544.530974
0.0,547,15550.63063
0.0,408,15555.12563
0.0,713,15563.093323
200.0,345,15566.87816
0.0,375,15570.958244
400.0,549,15577.070909
200.0,404,15581.546915
0.0,299,15584.768296
0.0,552,15591.001619
200.0,604,15597.698729
0.0,348,15601.533468
0.0,292,15604.789756
0.0,623,15611.727188
0.0,283,15614.842859
200.0,529,15620.659272
0.0,536,15626.584419
200.0,407,15631.086375
0.0,538,15637.03845
0.0,473,15642.325305
400.0,542,15648.396063
0.0,417,15653.091501
400.0,536,15659.076515
400.0,603,15665.786565
0.0,529,15671.703731
0.0,505,15677.302725
200.0,464,15682.51478
0.0,439,15687.367823
0.0,412,15691.956546
200.0,468,15697.153642
0.0,338,15700.890644
0.0,471,15706.1396
0.0,544,15712.153484
200.0,343,15715.888491
0.0,597,15722.555656
200.0,719,15730.502393
0.0,415,15735.05621
400.0,567,15741.339399
200.0,704,15749.209343
0.0,598,15755.792757
200.0,670,15763.204925
200.0,545,15769.204867
0.0,412,15773.738716
400.0,615,15780.533537
200.0,495,15786.084976
200.0,537,15792.053009
0.0,431,15797.535342
200.0,425,15803.211157
200.0,474,15809.535237
0.0,421,15815.186118
0.0,561,15822.744895
400.0,401,15828.225233
0.0,471,15834.525421
400.0,656,15843.323881
200.0,540,15850.667507
200.0,469,15857.060959
0.0,370,15862.047131
0.0,533,15869.245871
200.0,369,15874.171693
400.0,615,15881.827211
200.0,535,15887.685537
200.0,555,15893.775244
200.0,650,15900.959024
200.0,654,15908.231567
400.0,549,15914.282378
0.0,417,15918.869107
0.0,465,15923.980432
200.0,556,15930.074128
200.0,542,15936.056124
200.0,487,15941.369907
400.0,465,15946.532096
0.0,649,15953.653045
0.0,544,15959.62407
200.0,353,15963.451829
0.0,275,15966.505697
200.0,703,15974.26091
400.0,591,15980.701677
400.0,657,15987.975218
400.0,585,15994.39903
200.0,580,16000.779987
0.0,425,16005.384639
200.0,344,16009.22829
0.0,274,16012.213303
600.0,610,16018.878471
400.0,601,16025.469836
0.0,515,16031.101768
0.0,397,16035.413234
400.0,396,16039.745642
