# {"env_id": "SeaquestNoFrameskip-v4", "t_start": 1554416477.9348264} 
r,l,t
340.0,1345,36375.842588
120.0,754,36382.925781
40.0,647,36389.174395
200.0,1147,36400.248137
260.0,1050,36410.40052
120.0,598,36416.045863
200.0,792,36423.559518
220.0,888,36432.147342
160.0,711,36439.013609
200.0,960,36448.369369
140.0,781,36455.762906
340.0,1171,36466.989058
100.0,540,36472.162018
80.0,751,36479.356541
80.0,520,36484.304422
320.0,1356,36498.380353
100.0,602,36504.974236
380.0,1372,36520.350799
280.0,1062,36531.914276
260.0,1000,36543.031054
120.0,679,36549.912203
200.0,1095,36561.251039
400.0,1486,36577.525887
400.0,1459,36593.801352
400.0,1782,36609.868546
200.0,782,36617.01965
360.0,1705,36632.401048
200.0,1127,36642.559633
500.0,1870,36659.585889
280.0,1471,36674.722682
320.0,1093,36685.971541
220.0,977,36696.696846
120.0,593,36702.539215
200.0,712,36709.868606
280.0,1183,36721.697437
200.0,704,36728.068575
140.0,738,36734.699142
220.0,920,36743.104414
220.0,919,36751.355018
260.0,1048,36761.478128
180.0,1044,36772.155711
360.0,1383,36786.793049
180.0,833,36795.375087
260.0,1273,36808.982208
300.0,995,36819.972241
100.0,651,36826.76246
180.0,1071,36838.413009
200.0,974,36848.799849
120.0,609,36854.564379
380.0,1808,36872.612896
80.0,618,36878.544028
260.0,1105,36888.967141
340.0,1323,36901.490636
120.0,722,36908.275483
180.0,928,36916.884751
200.0,984,36926.175892
140.0,742,36933.484338
60.0,495,36938.310426
40.0,623,36944.677392
120.0,873,36954.297431
40.0,512,36959.967669
160.0,803,36969.499014
240.0,1123,36981.515184
220.0,1152,36994.894384
200.0,681,37001.789298
160.0,641,37008.605928
120.0,928,37018.991447
220.0,924,37028.574541
160.0,921,37038.879708
280.0,1423,37054.101118
20.0,390,37058.138778
120.0,751,37066.146536
260.0,1199,37078.623007
360.0,1191,37090.607962
60.0,607,37096.829238
120.0,647,37103.398442
140.0,791,37112.007263
280.0,1186,37124.294227
300.0,909,37133.200544
440.0,1214,37145.291267
40.0,463,37149.689589
160.0,688,37156.239947
180.0,889,37164.773389
240.0,1118,37175.618715
320.0,1190,37187.532135
60.0,470,37191.962211
300.0,1109,37202.944259
200.0,723,37209.73479
40.0,498,37214.463019
0.0,375,37218.279352
140.0,890,37227.994582
80.0,588,37235.073932
120.0,715,37242.861441
280.0,1638,37259.820089
300.0,1432,37274.444128
120.0,575,37280.246637
180.0,766,37287.507304
220.0,784,37294.773062
400.0,1583,37310.18507
440.0,1549,37324.473187
220.0,905,37332.717382
220.0,1079,37342.456545
120.0,1072,37352.149045
100.0,786,37359.470568
120.0,894,37367.52074
400.0,1390,37380.227072
140.0,573,37385.377422
220.0,859,37393.26797
340.0,1321,37405.578415
200.0,1093,37415.881389
240.0,1189,37426.790414
440.0,1686,37442.389389
360.0,1256,37453.858219
340.0,1224,37464.96869
220.0,867,37473.178075
140.0,1159,37483.796589
200.0,940,37492.186125
360.0,1362,37504.974293
280.0,1114,37515.126438
140.0,608,37520.561193
200.0,1085,37530.427554
240.0,1453,37543.427088
180.0,999,37552.494311
240.0,1017,37561.876046
160.0,714,37568.458204
200.0,820,37576.192077
420.0,1428,37589.367505
180.0,702,37595.761149
220.0,1212,37606.81866
180.0,708,37613.411833
500.0,1730,37629.222219
160.0,721,37635.838161
640.0,1983,37654.091354
420.0,1528,37667.808904
340.0,1274,37679.41167
360.0,1284,37691.113968
280.0,974,37700.671085
200.0,1162,37711.430696
240.0,1063,37721.394329
180.0,790,37728.496836
180.0,751,37735.390063
220.0,973,37744.093569
100.0,496,37748.65113
200.0,887,37756.485998
300.0,1187,37767.900733
140.0,770,37774.902456
240.0,971,37784.338709
160.0,929,37792.768663
220.0,1091,37802.77569
160.0,813,37810.165083
300.0,1348,37822.369718
160.0,1013,37831.566138
160.0,885,37839.541931
280.0,1252,37850.868123
160.0,869,37859.774045
120.0,846,37867.376987
160.0,825,37874.978023
60.0,468,37879.1738
300.0,1439,37893.095317
360.0,1415,37905.931956
200.0,1061,37915.646764
240.0,1129,37926.283244
200.0,1055,37935.987412
100.0,880,37944.212409
280.0,1501,37959.095912
240.0,1050,37970.452796
160.0,750,37977.897307
240.0,938,37987.974645
400.0,1635,38004.285143
160.0,928,38013.286705
340.0,1291,38026.282935
100.0,744,38034.040344
180.0,1023,38044.606273
100.0,621,38051.321408
300.0,1237,38064.121594
300.0,1375,38077.665097
320.0,1169,38089.851537
440.0,1584,38107.192834
440.0,1379,38121.458662
340.0,1078,38132.989943
160.0,937,38142.057796
220.0,900,38151.469828
420.0,1597,38168.415581
100.0,575,38174.915236
160.0,740,38182.379267
140.0,769,38189.955996
340.0,1067,38200.59553
320.0,1182,38212.343101
180.0,1049,38222.557772
200.0,1169,38234.06451
160.0,723,38241.121629
140.0,863,38249.502208
200.0,779,38257.032722
260.0,1228,38269.106553
100.0,636,38275.279039
140.0,571,38280.818219
100.0,899,38289.619671
140.0,871,38298.45853
200.0,1064,38308.854697
20.0,632,38314.973332
160.0,741,38322.157113
100.0,1348,38335.723789
260.0,1442,38350.222998
40.0,642,38356.805387
40.0,594,38362.90411
180.0,1139,38374.220793
140.0,953,38383.624633
60.0,642,38390.010575
220.0,941,38399.400446
80.0,474,38404.087886
0.0,592,38410.011037
0.0,500,38414.968774
80.0,729,38422.241317
140.0,1172,38434.098633
260.0,1050,38444.543648
